drug_a_ik14,drug_b_ik14,a_name,b_name,pair_id,n_faers_reports,faers_prr_max_strict,faers_ror95_lcl_max_strict,faers_pt_covered_strict,faers_best_pt_code_strict
PIBARDGJJAGJAJ,XRVDGNKRPOAQTN,Danicopan,Ozanimod,PIBARDGJJAGJAJ::XRVDGNKRPOAQTN,0,,,,
QQJLHRRUATVHED,SKTFQHRVFFOHTQ,Tramazoline,Bromotheophylline,QQJLHRRUATVHED::SKTFQHRVFFOHTQ,0,,,,
MOYKHGMNXAOIAT,YASAKCUCGLMORW,Isosorbide dinitrate,Rosiglitazone,MOYKHGMNXAOIAT::YASAKCUCGLMORW,0,,,,
BFPYWIDHMRZLRN,HWXVIOGONBBTBY,Ethinylestradiol,Pacritinib,BFPYWIDHMRZLRN::HWXVIOGONBBTBY,0,,,,
MUGXRYIUWFITCP,YJDYDFNKCBANTM,Lemborexant,Valspodar,MUGXRYIUWFITCP::YJDYDFNKCBANTM,0,,,,
OMOMUFTZPTXCHP,XAXMYHMKTCNRRZ,Valpromide,Cinolazepam,OMOMUFTZPTXCHP::XAXMYHMKTCNRRZ,0,,,,
JWNPDZNEKVCWMY,SUYRLXYYZQTJHF,Neratinib,Dalfopristin,JWNPDZNEKVCWMY::SUYRLXYYZQTJHF,0,,,,
AKNNEGZIBPJZJG,FOCVUCIESVLUNU,Noscapine,Thiotepa,AKNNEGZIBPJZJG::FOCVUCIESVLUNU,0,,,,
JOFWLTCLBGQGBO,PFENFDGYVLAFBR,Triazolam,Tinoridine,JOFWLTCLBGQGBO::PFENFDGYVLAFBR,0,,,,
FYJJXENSONZJRG,VLPIATFUUWWMKC,Bencyclane,"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",FYJJXENSONZJRG::VLPIATFUUWWMKC,0,,,,
JCRIVQIOJSSCQD,ZRIHAIZYIMGOAB,Barbexaclone,Butabarbital,JCRIVQIOJSSCQD::ZRIHAIZYIMGOAB,0,,,,
QQJLHRRUATVHED,XYKWNRUXCOIMFZ,Tramazoline,Tepoxalin,QQJLHRRUATVHED::XYKWNRUXCOIMFZ,0,,,,
ADUKCCWBEDSMEB,STECJAGHUSJQJN,Prenalterol,Scopolamine,ADUKCCWBEDSMEB::STECJAGHUSJQJN,0,,,,
WTQYWNWRJNXDEG,ZPAKPRAICRBAOD,Anisodamine,Fenbufen,WTQYWNWRJNXDEG::ZPAKPRAICRBAOD,0,,,,
IBWPUTAKVGZXRB,XPFRXWCVYUEORT,Safrazine,Phenacemide,IBWPUTAKVGZXRB::XPFRXWCVYUEORT,0,,,,
AMEROGPZOLAFBN,BEWNZPMDJIGBED,Fimasartan,Benmoxin,AMEROGPZOLAFBN::BEWNZPMDJIGBED,0,,,,
MYWUZJCMWCOHBA,TTZHDVOVKQGIBA,Levmetamfetamine,Sofosbuvir,MYWUZJCMWCOHBA::TTZHDVOVKQGIBA,0,,,,
QHGUCRYDKWKLMG,ZRYHPQCHHOKSMD,Octopamine,Hexocyclium,QHGUCRYDKWKLMG::ZRYHPQCHHOKSMD,0,,,,
XCGSFFUVFURLIX,XSBSKEQEUFOSDD,Ergotamine,Pentolinium,XCGSFFUVFURLIX::XSBSKEQEUFOSDD,0,,,,
MIQPIUSUKVNLNT,RQTOOFIXOKYGAN,Tolcapone,Nedocromil,MIQPIUSUKVNLNT::RQTOOFIXOKYGAN,0,,,,
CPZBLNMUGSZIPR,DBGIVFWFUFKIQN,Palonosetron,Dexfenfluramine,CPZBLNMUGSZIPR::DBGIVFWFUFKIQN,0,,,,
CBVCZFGXHXORBI,LNPDTQAFDNKSHK,Indinavir,Valdecoxib,CBVCZFGXHXORBI::LNPDTQAFDNKSHK,0,,,,
AXKPFOAXAHJUAG,JCBQCKFFSPGEDY,Pipamperone,Quinupramine,AXKPFOAXAHJUAG::JCBQCKFFSPGEDY,0,,,,
DBVJJBKOTRCVKF,JFVZFKDSXNQEJW,Etidronic acid,Tenofovir disoproxil,DBVJJBKOTRCVKF::JFVZFKDSXNQEJW,0,,,,
AXQACEQYCPKDMV,FNYLWPVRPXGIIP,Naldemedine,Triamterene,AXQACEQYCPKDMV::FNYLWPVRPXGIIP,0,,,,
FIADGNVRKBPQEU,SGUAFYQXFOLMHL,Pizotifen,Labetalol,FIADGNVRKBPQEU::SGUAFYQXFOLMHL,0,,,,
DCSUBABJRXZOMT,WUTYZMFRCNBCHQ,Cisapride,Cevimeline,DCSUBABJRXZOMT::WUTYZMFRCNBCHQ,1,,,,
DDINXHAORAAYAD,SWMDAPWAQQTBOG,Aripiprazole lauroxil,Fostemsavir,DDINXHAORAAYAD::SWMDAPWAQQTBOG,0,,,,
FASDKYOPVNHBLU,QJFSABGVXDWMIW,Dexpramipexole,Azilsartan medoxomil,FASDKYOPVNHBLU::QJFSABGVXDWMIW,7,,,,
QTGIAADRBBLJGA,WHTVZRBIWZFKQO,Articaine,Chloroquine,QTGIAADRBBLJGA::WHTVZRBIWZFKQO,0,,,,
ITRJWOMZKQRYTA,RMMXTBMQSGEXHJ,Cortisone acetate,Aminophenazone,ITRJWOMZKQRYTA::RMMXTBMQSGEXHJ,0,,,,
CMWTZPSULFXXJA,PMRYVIKBURPHAH,Naproxen,Methimazole,CMWTZPSULFXXJA::PMRYVIKBURPHAH,77,1647753.9743589743,119448.31727748785,1,17999685
DDUHZTYCFQRHIY,GBBSUAFBMRNDJC,Griseofulvin,Eszopiclone,DDUHZTYCFQRHIY::GBBSUAFBMRNDJC,0,,,,
FZECHKJQHUVANE,YSGQGNQWBLYHPE,Metampicillin,Trestolone,FZECHKJQHUVANE::YSGQGNQWBLYHPE,0,,,,
KKHPNPMTPORSQE,WVVSZNPYNCNODU,Chlorphenoxamine,Ergometrine,KKHPNPMTPORSQE::WVVSZNPYNCNODU,0,,,,
CMSMOCZEIVJLDB,UYXAWHWODHRRMR,Cyclophosphamide,Hexobarbital,CMSMOCZEIVJLDB::UYXAWHWODHRRMR,0,,,,
BFPYWIDHMRZLRN,ZDXUKAKRHYTAKV,Ethinylestradiol,Lercanidipine,BFPYWIDHMRZLRN::ZDXUKAKRHYTAKV,1,,,,
FZGVEKPRDOIXJY,PTXGHCGBYMQQIG,Bitolterol,Proglumetacin,FZGVEKPRDOIXJY::PTXGHCGBYMQQIG,0,,,,
QNEXFJFTGQBXBJ,XSBSKEQEUFOSDD,Phenoxypropazine,Pentolinium,QNEXFJFTGQBXBJ::XSBSKEQEUFOSDD,0,,,,
AIZFEOPQVZBNGH,NTJOBXMMWNYJFB,Bentazepam,Amisulpride,AIZFEOPQVZBNGH::NTJOBXMMWNYJFB,0,,,,
JYTNQNCOQXFQPK,RYQOGSFEJBUZBX,Suvorexant,Dimetacrine,JYTNQNCOQXFQPK::RYQOGSFEJBUZBX,0,,,,
BLGXFZZNTVWLAY,PJMPHNIQZUBGLI,Yohimbine,Fentanyl,BLGXFZZNTVWLAY::PJMPHNIQZUBGLI,0,,,,
HUPFGZXOMWLGNK,RIKMMFOAQPJVMX,Diflunisal,Fomepizole,HUPFGZXOMWLGNK::RIKMMFOAQPJVMX,0,,,,
PQCAUHUKTBHUSA,VXTWEDPZMSVFEF,7-Nitroindazole,Pheniprazine,PQCAUHUKTBHUSA::VXTWEDPZMSVFEF,0,,,,
DDLIGBOFAVUZHB,PWYYWQHXAPXYMF,Midazolam,Strontium cation Sr-89,DDLIGBOFAVUZHB::PWYYWQHXAPXYMF,0,,,,
GUJRSXAPGDDABA,YCHYFHOSGQABSW,Remoxipride,Lenabasum,GUJRSXAPGDDABA::YCHYFHOSGQABSW,0,,,,
ANEBWFXPVPTEET,HOKDBMAJZXIPGC,Manidipine,Mequitazine,ANEBWFXPVPTEET::HOKDBMAJZXIPGC,0,,,,
DYLUUSLLRIQKOE,GUGOEEXESWIERI,Enasidenib,Terfenadine,DYLUUSLLRIQKOE::GUGOEEXESWIERI,0,,,,
LEHFPXVYPMWYQD,NOTGFIUVDGNKRI,Ulobetasol,AICA ribonucleotide,LEHFPXVYPMWYQD::NOTGFIUVDGNKRI,0,,,,
BPKUDUSVDVLOPY,XHVAWZZCDCWGBK,Bisoxatin,Aurothioglucose,BPKUDUSVDVLOPY::XHVAWZZCDCWGBK,0,,,,
XAYGBKHKBBXDAK,ZLHZLMOSPGACSZ,Mitapivat,Pretomanid,XAYGBKHKBBXDAK::ZLHZLMOSPGACSZ,0,,,,
AFHJQYHRLPMKHU,XADCESSVHJOZHK,Alloin,Meperidine,AFHJQYHRLPMKHU::XADCESSVHJOZHK,0,,,,
VWYQKFLLGRBICZ,XOFYZVNMUHMLCC,Butanilicaine,Prednisone,VWYQKFLLGRBICZ::XOFYZVNMUHMLCC,0,,,,
GIIZNNXWQWCKIB,JBMKAUGHUNFTOL,Salmeterol,Chlorothiazide,GIIZNNXWQWCKIB::JBMKAUGHUNFTOL,1,,,,
XGALLCVXEZPNRQ,ZPUCINDJVBIVPJ,Gefitinib,Cocaine,XGALLCVXEZPNRQ::ZPUCINDJVBIVPJ,0,,,,
BBAWEDCPNXPBQM,DDINXHAORAAYAD,Telaprevir,Aripiprazole lauroxil,BBAWEDCPNXPBQM::DDINXHAORAAYAD,0,,,,
RFHAOTPXVQNOHP,WYQFJHHDOKWSHR,Fluconazole,Upadacitinib,RFHAOTPXVQNOHP::WYQFJHHDOKWSHR,5,,,,
BSYNRYMUTXBXSQ,QIPQASLPWJVQMH,Acetylsalicylic acid,Orbifloxacin,BSYNRYMUTXBXSQ::QIPQASLPWJVQMH,0,,,,
KVWDHTXUZHCGIO,MUMGGOZAMZWBJJ,Olanzapine,"(1,2,6,7-3H)Testosterone",KVWDHTXUZHCGIO::MUMGGOZAMZWBJJ,86,,,,
CMWTZPSULFXXJA,HIUVKVDQFXDZHU,Naproxen,Guanoxan,CMWTZPSULFXXJA::HIUVKVDQFXDZHU,0,,,,
WJOHZNCJWYWUJD,ZAFYATHCZYHLPB,Fluocinonide,Zolpidem,WJOHZNCJWYWUJD::ZAFYATHCZYHLPB,110,,,,
HIUPRQPBWVEQJJ,HMXDWDSNPRNUKI,Pagoclone,Surinabant,HIUPRQPBWVEQJJ::HMXDWDSNPRNUKI,0,,,,
CXQWRCVTCMQVQX,YPHDIMUXXABSSO,Taxifolin,PF-00610355,CXQWRCVTCMQVQX::YPHDIMUXXABSSO,0,,,,
KTUFNOKKBVMGRW,PLIVFNIUGLLCEK,Imatinib,CUDC-101,KTUFNOKKBVMGRW::PLIVFNIUGLLCEK,0,,,,
HJBWBFZLDZWPHF,MKXKFYHWDHIYRV,Apalutamide,Flutamide,HJBWBFZLDZWPHF::MKXKFYHWDHIYRV,4,,,,
JTTAUPUMOLRVRA,WRYZEGZNBYOMLE,Prothipendyl,Hydracarbazine,JTTAUPUMOLRVRA::WRYZEGZNBYOMLE,0,,,,
ANWPENAPCIFDSZ,NTTOTNSKUYCDAV,Seletracetam,Potassium,ANWPENAPCIFDSZ::NTTOTNSKUYCDAV,0,,,,
XUIIKFGFIJCVMT,YVHXHNGGPURVOS,Dextrothyroxine,Fluprednidene,XUIIKFGFIJCVMT::YVHXHNGGPURVOS,0,,,,
IUWVALYLNVXWKX,XLOMZPUITCYLMJ,Butamben,Thiamylal,IUWVALYLNVXWKX::XLOMZPUITCYLMJ,0,,,,
MVWVFYHBGMAFLY,ZBMZVLHSJCTVON,Ziprasidone,Sotalol,MVWVFYHBGMAFLY::ZBMZVLHSJCTVON,17,,,,
ADUKCCWBEDSMEB,WYDUSKDSKCASEF,Prenalterol,Procyclidine,ADUKCCWBEDSMEB::WYDUSKDSKCASEF,0,,,,
FBOZXECLQNJBKD,JDXCOXKBIGBZSK,Methotrexate,Zilucoplan,FBOZXECLQNJBKD::JDXCOXKBIGBZSK,8,,,,
GFBKORZTTCHDGY,QZVNQOLPLYWLHQ,Thiothixene,Benidipine,GFBKORZTTCHDGY::QZVNQOLPLYWLHQ,0,,,,
SDUQYLNIPVEERB,ZRVUJXDFFKFLMG,Gemcitabine,Meloxicam,SDUQYLNIPVEERB::ZRVUJXDFFKFLMG,62,,,,
KCXVZYZYPLLWCC,USRHYDPUVLEVMC,Edetate calcium disodium anhydrous,Dapoxetine,KCXVZYZYPLLWCC::USRHYDPUVLEVMC,0,,,,
PMKMNTBZJOXTJW,XTKDAFGWCDAMPY,Brilaroxazine,Azaperone,PMKMNTBZJOXTJW::XTKDAFGWCDAMPY,0,,,,
FTOAOBMCPZCFFF,YNZFUWZUGRBMHL,Barbital,Opipramol,FTOAOBMCPZCFFF::YNZFUWZUGRBMHL,0,,,,
UIEATEWHFDRYRU,VZWXXKDFACOXNT,Bepridil,Niludipine,UIEATEWHFDRYRU::VZWXXKDFACOXNT,0,,,,
HEFNNWSXXWATRW,YREYEVIYCVEVJK,Dexibuprofen,Dexrabeprazole,HEFNNWSXXWATRW::YREYEVIYCVEVJK,312,,,,
CIDUJQMULVCIBT,CMHHMUWAYWTMGS,Netilmicin,Oxybuprocaine,CIDUJQMULVCIBT::CMHHMUWAYWTMGS,0,,,,
CGNMLOKEMNBUAI,ZFMITUMMTDLWHR,Adrafinil,Minoxidil,CGNMLOKEMNBUAI::ZFMITUMMTDLWHR,0,,,,
HHRZAEJMHSGZNP,OEYIOHPDSNJKLS,Mebanazine,Choline,HHRZAEJMHSGZNP::OEYIOHPDSNJKLS,0,,,,
DDBREPKUVSBGFI,IIVBFTNIGYRNQY,Phenobarbital,Nomegestrol acetate,DDBREPKUVSBGFI::IIVBFTNIGYRNQY,0,,,,
QVYRGXJJSLMXQH,VMZMNAABQBOLAK,Orphenadrine,Pasireotide,QVYRGXJJSLMXQH::VMZMNAABQBOLAK,0,,,,
KJLLKLRVCJAFRY,LPMXVESGRSUGHW,Mebutizide,Ouabain,KJLLKLRVCJAFRY::LPMXVESGRSUGHW,0,,,,
IIBYAHWJQTYFKB,WKEMJKQOLOHJLZ,Bezafibrate,Almotriptan,IIBYAHWJQTYFKB::WKEMJKQOLOHJLZ,0,,,,
JWZZKOKVBUJMES,JXZZEXZZKAWDSP,Isoprenaline,Indoramin,JWZZKOKVBUJMES::JXZZEXZZKAWDSP,0,,,,
HOCWPKXKMNXINF,UDIIBEDMEYAVNG,Propicillin,Isepamicin,HOCWPKXKMNXINF::UDIIBEDMEYAVNG,0,,,,
UMSGKTJDUHERQW,ZFXYFBGIUFBOJW,Brotizolam,Aminophylline,UMSGKTJDUHERQW::ZFXYFBGIUFBOJW,18,,,,
HTIKWNNIPGXLGM,NDDAHWYSQHTHNT,Rapacuronium,(S)-Indapamide,HTIKWNNIPGXLGM::NDDAHWYSQHTHNT,0,,,,
QRCJOCOSPZMDJY,ZPEIMTDSQAKGNT,Valnoctamide,Chlorpromazine,QRCJOCOSPZMDJY::ZPEIMTDSQAKGNT,0,,,,
LDXSPUSKBDTEKA,VDUWPHTZYNWKRN,Morniflumate,Cinoxacin,LDXSPUSKBDTEKA::VDUWPHTZYNWKRN,0,,,,
CYQFCXCEBYINGO,XPFRXWCVYUEORT,Dronabinol,Phenacemide,CYQFCXCEBYINGO::XPFRXWCVYUEORT,0,,,,
GVEAYVLWDAFXET,VMXUWOKSQNHOCA,Pancuronium,Ranitidine,GVEAYVLWDAFXET::VMXUWOKSQNHOCA,11,,,,
ALIVXCSEERJYHU,LGYTZKPVOAIUKX,Flurbiprofen axetil,Kebuzone,ALIVXCSEERJYHU::LGYTZKPVOAIUKX,0,,,,
VLPIATFUUWWMKC,XKLMZUWKNUAPSZ,"(2R)-1-(2,6-dimethylphenoxy)propan-2-amine",Ranolazine,VLPIATFUUWWMKC::XKLMZUWKNUAPSZ,26,,,,
LLPOLZWFYMWNKH,XGALLCVXEZPNRQ,Hydrocodone,Gefitinib,LLPOLZWFYMWNKH::XGALLCVXEZPNRQ,0,,,,
QHGUCRYDKWKLMG,VZYCZNZBPPHOFY,Octopamine,Thioproperazine,QHGUCRYDKWKLMG::VZYCZNZBPPHOFY,0,,,,
AXJQVVLKUYCICH,RXQCGGRTAILOIN,Ibipinabant,Mephentermine,AXJQVVLKUYCICH::RXQCGGRTAILOIN,0,,,,
BTBHLEZXCOBLCY,VOKSWYLNZZRQPF,Finerenone,Pentazocine,BTBHLEZXCOBLCY::VOKSWYLNZZRQPF,0,,,,
BCGWQEUPMDMJNV,METKIMKYRPQLGS,Imipramine,(R)-Atenolol,BCGWQEUPMDMJNV::METKIMKYRPQLGS,61,,,,
TZFWDZFKRBELIQ,XDDJGVMJFWAHJX,Chlorzoxazone,Clorazepic acid,TZFWDZFKRBELIQ::XDDJGVMJFWAHJX,0,,,,
IAKHMKGGTNLKSZ,YVPYQUNUQOZFHG,Colchicine,Diatrizoate,IAKHMKGGTNLKSZ::YVPYQUNUQOZFHG,0,,,,
BNQDCRGUHNALGH,CAHKINHBCWCHCF,Benserazide,N-acetyltyrosine,BNQDCRGUHNALGH::CAHKINHBCWCHCF,0,,,,
FPVKHBSQESCIEP,PJMPHNIQZUBGLI,Pentostatin,Fentanyl,FPVKHBSQESCIEP::PJMPHNIQZUBGLI,0,,,,
BMCQMVFGOVHVNG,ZRVUJXDFFKFLMG,Hydrocortisone butyrate,Meloxicam,BMCQMVFGOVHVNG::ZRVUJXDFFKFLMG,331,,,,
OGPWIDANBSLJPC,QYSPLQLAKJAUJT,Difluocortolone,Piroxicam,OGPWIDANBSLJPC::QYSPLQLAKJAUJT,0,,,,
BFGKITSFLPAWGI,CLKOFPXJLQSYAH,Chromic cation,Bacitracin,BFGKITSFLPAWGI::CLKOFPXJLQSYAH,0,,,,
HFTSMHTWUFCYMJ,JBDGDEWWOUBZPM,Ceftobiprole medocaril,Ambroxol,HFTSMHTWUFCYMJ::JBDGDEWWOUBZPM,0,,,,
AGOYDEPGAOXOCK,VSWBSWWIRNCQIJ,Clarithromycin,Asenapine,AGOYDEPGAOXOCK::VSWBSWWIRNCQIJ,1,,,,
PVNIIMVLHYAWGP,SEERZIQQUAZTOL,Aluminium nicotinate,Cerivastatin,PVNIIMVLHYAWGP::SEERZIQQUAZTOL,0,,,,
DXGLGDHPHMLXJC,SBUJHOSQTJFQJX,Oxybenzone,Kanamycin,DXGLGDHPHMLXJC::SBUJHOSQTJFQJX,0,,,,
ALIVXCSEERJYHU,FLSLEGPOVLMJMN,Flurbiprofen axetil,Quinaprilat,ALIVXCSEERJYHU::FLSLEGPOVLMJMN,0,,,,
DURULFYMVIFBIR,JBMKAUGHUNFTOL,Practolol,Chlorothiazide,DURULFYMVIFBIR::JBMKAUGHUNFTOL,0,,,,
FPVKHBSQESCIEP,PUFQVTATUTYEAL,Pentostatin,Cinchocaine,FPVKHBSQESCIEP::PUFQVTATUTYEAL,0,,,,
OGWKCGZFUXNPDA,XOZIUKBZLSUILX,Vincristine,Epothilone D,OGWKCGZFUXNPDA::XOZIUKBZLSUILX,0,,,,
HKXBNHCUPKIYDM,QTBSBXVTEAMEQO,Doxercalciferol,Acetate,HKXBNHCUPKIYDM::QTBSBXVTEAMEQO,7,,,,
RYMZZMVNJRMUDD,SGXXNSQHWDMGGP,Simvastatin,Nizatidine,RYMZZMVNJRMUDD::SGXXNSQHWDMGGP,73,,,,
IZEKFCXSFNUWAM,ZBBHBTPTTSWHBA,Dipyridamole,Nicardipine,IZEKFCXSFNUWAM::ZBBHBTPTTSWHBA,0,,,,
NEMGRZFTLSKBAP,XPFRXWCVYUEORT,Safinamide,Phenacemide,NEMGRZFTLSKBAP::XPFRXWCVYUEORT,0,,,,
JYGXADMDTFJGBT,MNIPYSSQXLZQLJ,Hydrocortisone,Aceclofenac,JYGXADMDTFJGBT::MNIPYSSQXLZQLJ,7,,,,
PLIGPBGDXASWPX,VEQOALNAAJBPNY,Iprindole,Antipyrine,PLIGPBGDXASWPX::VEQOALNAAJBPNY,0,,,,
AILRADAXUVEEIR,INDBQLZJXZLFIT,Brigatinib,Primaquine,AILRADAXUVEEIR::INDBQLZJXZLFIT,0,,,,
GMHKMTDVRCWUDX,WLHQHAUOOXYABV,Mephenytoin,Lornoxicam,GMHKMTDVRCWUDX::WLHQHAUOOXYABV,0,,,,
GVGLGOZIDCSQPN,NNAIYOXJNVGUOM,Diamorphine,Amperozide,GVGLGOZIDCSQPN::NNAIYOXJNVGUOM,0,,,,
BPEGJWRSRHCHSN,OOGJQPCLVADCPB,Temozolomide,Tolterodine,BPEGJWRSRHCHSN::OOGJQPCLVADCPB,8,,,,
MXAYKZJJDUDWDS,NIJJYAXOARWZEE,Ixazomib,Valproate bismuth,MXAYKZJJDUDWDS::NIJJYAXOARWZEE,3,,,,
CLKOFPXJLQSYAH,YFKDCGWIINMRQY,Bacitracin,Isosulfan blue,CLKOFPXJLQSYAH::YFKDCGWIINMRQY,0,,,,
LDMWSLGGVTVJPG,XAXMYHMKTCNRRZ,Minaprine,Cinolazepam,LDMWSLGGVTVJPG::XAXMYHMKTCNRRZ,0,,,,
MIZMDSVSLSIMSC,QTGIAADRBBLJGA,Fusafungine,Articaine,MIZMDSVSLSIMSC::QTGIAADRBBLJGA,0,,,,
IEDVJHCEMCRBQM,MPGBPFMOOXKQRX,"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",Indenolol,IEDVJHCEMCRBQM::MPGBPFMOOXKQRX,0,,,,
RAGOYPUPXAKGKH,RZEKVGVHFLEQIL,Posaconazole,Celecoxib,RAGOYPUPXAKGKH::RZEKVGVHFLEQIL,28,,,,
QADPYRIHXKWUSV,WKGXYQFOCVYPAC,Infigratinib,Felbamate,QADPYRIHXKWUSV::WKGXYQFOCVYPAC,0,,,,
JLKIGFTWXXRPMT,YWGDOWXRIALTES,Sulfamethoxazole,Bepotastine,JLKIGFTWXXRPMT::YWGDOWXRIALTES,3,,,,
AHOUBRCZNHFOSL,XTTZERNUQAFMOF,Paroxetine,Lorcaserin,AHOUBRCZNHFOSL::XTTZERNUQAFMOF,0,,,,
OFZCIYFFPZCNJE,UFSKUSARDNFIRC,Carisoprodol,Lumacaftor,OFZCIYFFPZCNJE::UFSKUSARDNFIRC,0,,,,
BMGQWWVMWDBQGC,OBMNJSNZOWALQB,Midostaurin,Grazoprevir,BMGQWWVMWDBQGC::OBMNJSNZOWALQB,0,,,,
PYZRQGJRPPTADH,RMMXLENWKUUMAY,Lamotrigine,Telmisartan,PYZRQGJRPPTADH::RMMXLENWKUUMAY,108,,,,
CLOMYZFHNHFSIQ,ZBBHBTPTTSWHBA,Clonixin,Nicardipine,CLOMYZFHNHFSIQ::ZBBHBTPTTSWHBA,0,,,,
TZFWDZFKRBELIQ,XYKWNRUXCOIMFZ,Chlorzoxazone,Tepoxalin,TZFWDZFKRBELIQ::XYKWNRUXCOIMFZ,0,,,,
SMANXXCATUTDDT,ZQLDXCSTJFLRPY,Flunarizine,Gantacurium,SMANXXCATUTDDT::ZQLDXCSTJFLRPY,0,,,,
HTIKWNNIPGXLGM,OBATZBGFDSVCJD,Rapacuronium,Deslanoside,HTIKWNNIPGXLGM::OBATZBGFDSVCJD,0,,,,
IAIDUHCBNLFXEF,QQJLHRRUATVHED,Zofenopril,Tramazoline,IAIDUHCBNLFXEF::QQJLHRRUATVHED,0,,,,
KQKPFRSPSRPDEB,ZTVQQQVZCWLTDF,Sumatriptan,Remifentanil,KQKPFRSPSRPDEB::ZTVQQQVZCWLTDF,8,,,,
QBKSWRVVCFFDOT,RDLPVSKMFDYCOR,(R)-Gossypol,Cefradine,QBKSWRVVCFFDOT::RDLPVSKMFDYCOR,0,,,,
NNYBQONXHNTVIJ,QZIQORUGXBPDSU,(R)-etodolac,Imipramine oxide,NNYBQONXHNTVIJ::QZIQORUGXBPDSU,0,,,,
MDLAAYDRRZXJIF,SPWZXWDPAWDKQE,Penfluridol,Naluzotan,MDLAAYDRRZXJIF::SPWZXWDPAWDKQE,0,,,,
JSDRRTOADPPCHY,RBTBFTRPCNLSDE,Quinapril,Methylene blue,JSDRRTOADPPCHY::RBTBFTRPCNLSDE,0,,,,
IMYHGORQCPYVBZ,ULFRLSNUDGIQQP,Lofentanil,Rizatriptan,IMYHGORQCPYVBZ::ULFRLSNUDGIQQP,0,,,,
VMIYHDSEFNYJSL,ZSTKHSQDNIGFLM,Bromazepam,"5-methoxy-N,N-dimethyltryptamine",VMIYHDSEFNYJSL::ZSTKHSQDNIGFLM,0,,,,
IPOKCKJONYRRHP,VXTWEDPZMSVFEF,Balsalazide,Pheniprazine,IPOKCKJONYRRHP::VXTWEDPZMSVFEF,0,,,,
GECBBEABIDMGGL,WIKYUJGCLQQFNW,Nabilone,Prochlorperazine,GECBBEABIDMGGL::WIKYUJGCLQQFNW,57,,,,
JUZYLCPPVHEVSV,MLBVMOWEQCZNCC,Elvitegravir,Fosamprenavir,JUZYLCPPVHEVSV::MLBVMOWEQCZNCC,20,,,,
RLCLASQCAPXVLM,XXSMGPRMXLTPCZ,Mavacamten,Hydroxychloroquine,RLCLASQCAPXVLM::XXSMGPRMXLTPCZ,0,,,,
DOBMPNYZJYQDGZ,RTXOFQZKPXMALH,Dicoumarol,Cefdinir,DOBMPNYZJYQDGZ::RTXOFQZKPXMALH,0,,,,
HSWPZIDYAHLZDD,WEAJZXNPAWBCOA,Atipamezole,Avanafil,HSWPZIDYAHLZDD::WEAJZXNPAWBCOA,0,,,,
CPTBDICYNRMXFX,IAIDUHCBNLFXEF,Procarbazine,Zofenopril,CPTBDICYNRMXFX::IAIDUHCBNLFXEF,0,,,,
CLOMYZFHNHFSIQ,OLBCVFGFOZPWHH,Clonixin,Propofol,CLOMYZFHNHFSIQ::OLBCVFGFOZPWHH,0,,,,
SWRUZBWLEWHWRI,XSBSKEQEUFOSDD,Cycrimine,Pentolinium,SWRUZBWLEWHWRI::XSBSKEQEUFOSDD,0,,,,
AXOIZCJOOAYSMI,RHDJRPPFURBGLQ,Succinylcholine,Detomidine,AXOIZCJOOAYSMI::RHDJRPPFURBGLQ,36,,,,
CEMAWMOMDPGJMB,CSDTZUBPSYWZDX,Oxprenolol,Amyl Nitrite,CEMAWMOMDPGJMB::CSDTZUBPSYWZDX,0,,,,
FSQKKOOTNAMONP,PJMPHNIQZUBGLI,Acemetacin,Fentanyl,FSQKKOOTNAMONP::PJMPHNIQZUBGLI,0,,,,
FEWJPZIEWOKRBE,LXMSZDCAJNLERA,Aluminium acetotartrate,Spironolactone,FEWJPZIEWOKRBE::LXMSZDCAJNLERA,5,,,,
ANEBWFXPVPTEET,IOVGROKTTNBUGK,Manidipine,Ritodrine,ANEBWFXPVPTEET::IOVGROKTTNBUGK,0,,,,
IRYJRGCIQBGHIV,XLYOFNOQVPJJNP,Trimethadione,Aluminum chlorohydrate,IRYJRGCIQBGHIV::XLYOFNOQVPJJNP,0,,,,
LKJPYSCBVHEWIU,MIWWSGDADVMLTG,(R)-Bicalutamide,Fexinidazole,LKJPYSCBVHEWIU::MIWWSGDADVMLTG,0,,,,
OROGSEYTTFOCAN,PHTUQLWOUWZIMZ,Codeine,Dosulepin,OROGSEYTTFOCAN::PHTUQLWOUWZIMZ,2,,,,
JLRGJRBPOGGCBT,JOATXPAWOHTVSZ,Tolbutamide,Celiprolol,JLRGJRBPOGGCBT::JOATXPAWOHTVSZ,0,,,,
HDZAQYPYABGTCL,WXURHACBFYSXBI,Hexafluronium,Diflorasone,HDZAQYPYABGTCL::WXURHACBFYSXBI,0,,,,
DKOQGJHPHLTOJR,RRGUKTPIGVIEKM,Cefpirome,Cilostazol,DKOQGJHPHLTOJR::RRGUKTPIGVIEKM,0,,,,
DKMFBWQBDIGMHM,UIAGMCDKSXEBJQ,Melperone,Nimodipine,DKMFBWQBDIGMHM::UIAGMCDKSXEBJQ,0,,,,
GKTWGGQPFAXNFI,OGQICQVSFDPSEI,Clopidogrel,Tazarotene,GKTWGGQPFAXNFI::OGQICQVSFDPSEI,1,,,,
